"gene_name","n_syn","n_mis","n_non","n_spl","n_ind","wmis_cv","wnon_cv","wspl_cv","wind_cv","pmis_cv","ptrunc_cv","pallsubs_cv","pind_cv","qmis_cv","qtrunc_cv","qallsubs_cv","qind_cv","pglobal_cv","qglobal_cv","Extreme"
"CD33",5,13,1,1,0,1.33338928374453,1.65064447721739,1.65064447721739,0,0.543099154904348,0.554042010301781,0.763688585602736,1,0.860540459848606,0.830632506380491,0.902968241505179,1,0.96957534988273,0.999999999917176,FALSE
"ATP5MF",0,0,0,0,0,0,0,0,0,0.499291235734025,0.757306261478923,0.763852911075331,1,0.842538458243143,0.836279072986903,0.902995849844574,1,0.96961963356068,0.999999999917176,FALSE
"MYBPHL",1,2,0,0,0,0.857180730597236,0,0,0,0.870476534547838,0.464051022101868,0.76390424774874,1,0.976746199554718,0.830632506380491,0.903000985773855,1,0.969633460910397,0.999999999917176,FALSE
"BTF3",0,1,0,0,0,2.25509965703665,0,0,0,0.543960870669363,0.716558273369282,0.764008527593003,1,0.860587987179577,0.830632506380491,0.903068700635242,1,0.969661537692894,0.999999999917176,FALSE
"CENPE",6,23,3,0,0,1.06462856962661,0.695021208778035,0.695021208778035,0,0.880897858136003,0.585312957796245,0.764099482837352,1,0.977723863105264,0.830632506380491,0.903120658273008,1,0.969686015277692,0.999999999917176,FALSE
"CLN6",1,2,0,0,0,1.62449930691857,0,0,0,0.613507178419905,0.629521371310601,0.764260165047248,1,0.890796654920268,0.830632506380491,0.903255017623958,1,0.969729231103141,0.999999999917176,FALSE
"C22orf31",0,2,0,0,0,1.58408165466259,0,0,0,0.667381162366005,0.601178512414878,0.764329152936459,1,0.911741497113945,0.830632506380491,0.903280996483825,1,0.969747775177817,0.999999999917176,FALSE
"PACSIN2",1,2,0,0,0,1.02219490950769,0,0,0,0.981522559745081,0.471009360114615,0.764528295400392,1,0.997299995138614,0.830632506380491,0.903295726606815,1,0.96980127011946,0.999999999917176,FALSE
"SLC4A10",6,20,2,0,0,1.07278751912242,0.646383681531611,0.646383681531611,0,0.86888549526141,0.568087935387305,0.764551967479362,1,0.976594770307713,0.830632506380491,0.903295726606815,1,0.969807625617244,0.999999999917176,FALSE
"TGOLN2",2,2,0,0,0,0.810239060389682,0,0,0,0.81058157878414,0.474110695954994,0.764609399576062,1,0.957765210472608,0.830632506380491,0.903295726606815,1,0.969823041984118,0.999999999917176,FALSE
"PHYH",1,1,0,0,0,0.656315103228791,0,0,0,0.714273847198914,0.499972692429028,0.764621803570315,1,0.928401396629758,0.830632506380491,0.903295726606815,1,0.969826370993562,0.999999999917176,FALSE
"PXMP2",0,1,0,0,0,2.43002967269972,0,0,0,0.509544576949753,0.780510229996757,0.764660181314615,1,0.847260939868936,0.845211866983245,0.903295726606815,1,0.96983666961697,0.999999999917176,FALSE
"SVBP",0,0,0,0,0,0,0,0,0,0.498429745558663,0.76365111265913,0.764845899019402,1,0.842154751662294,0.838128120694288,0.903391652563576,1,0.969886479536824,0.999999999917176,FALSE
"TBX18",6,17,0,1,0,1.25516944560059,0.71929930101681,0.71929930101681,0,0.59886683966856,0.746880006982596,0.764953470225404,1,0.883956552041358,0.833500564154571,0.903433138682089,1,0.969915309758759,0.999999999917176,FALSE
"KRT1",5,9,0,1,0,0.688860299718136,0.678249807259323,0.678249807259323,0,0.474315879317475,0.704782703701087,0.765024221342341,1,0.828526682807707,0.830632506380491,0.903433138682089,1,0.969934263560339,0.999999999917176,FALSE
"BCL2L10",2,1,0,0,0,0.552981398764745,0,0,0,0.582380256010379,0.601161166944635,0.765030604833999,1,0.876283689569763,0.830632506380491,0.903433138682089,1,0.9699359733378,0.999999999917176,FALSE
"CENATAC",1,1,0,0,0,0.716451714205507,0,0,0,0.773048221028867,0.481816227470707,0.765069081274648,1,0.946598265778374,0.830632506380491,0.903433138682089,1,0.969946277878552,0.999999999917176,FALSE
"TBX6",1,1,0,0,0,0.565759132057861,0,0,0,0.617577738830697,0.557705738371213,0.765160314277329,1,0.892598908063629,0.830632506380491,0.903465560978896,1,0.969970703647048,0.999999999917176,FALSE
"KRT27",0,2,0,0,0,1.1089029720379,0,0,0,0.923378069294388,0.490169400870952,0.765211820425721,1,0.985429217895088,0.830632506380491,0.903465560978896,1,0.969984488559436,0.999999999917176,FALSE
"RHOD",4,2,0,0,0,0.831839651719145,0,0,0,0.821066844917528,0.476663445257933,0.765247071203866,1,0.961248104602476,0.830632506380491,0.903465560978896,1,0.969993920947178,0.999999999917176,FALSE
"H3C10",1,3,0,0,0,1.5885333116749,0,0,0,0.587414852375204,0.662487100487042,0.765313456562561,1,0.878268919977713,0.830632506380491,0.903465560978896,1,0.970011679903898,0.999999999917176,FALSE
"CFP",1,3,0,1,0,0.811264411626771,2.0259974935389,2.0259974935389,0,0.807482497161608,0.57253292976322,0.765418384492309,1,0.957174683298511,0.830632506380491,0.903512480889748,1,0.97003973776167,0.999999999917176,FALSE
"CSNK1G2",1,2,0,0,0,1.3807069639341,0,0,0,0.735582309321948,0.546110753358406,0.765470543625931,1,0.935519748688994,0.830632506380491,0.903518548299502,1,0.970053679825862,0.999999999917176,FALSE
"CD274",1,2,0,0,0,1.12855427823804,0,0,0,0.898690486277691,0.487295698737616,0.76553601714561,1,0.980927940034769,0.830632506380491,0.90353068483169,1,0.970071175776262,0.999999999917176,FALSE
"POLR3D",1,2,0,0,0,1.24684965974833,0,0,0,0.816803567255377,0.511370720599629,0.765586687159436,1,0.959864074631808,0.830632506380491,0.90353068483169,1,0.970084712063761,0.999999999917176,FALSE
"ZFY",1,2,0,0,0,0.828432964087698,0,0,0,0.842084622307474,0.46815382386667,0.765621884945588,1,0.967335065322776,0.830632506380491,0.90353068483169,1,0.970094113034856,0.999999999917176,FALSE
"TOMM6",0,0,0,0,0,0,0,0,0,0.484510253434071,0.818448417447209,0.765829107550381,1,0.834892683438321,0.865629133753191,0.903656791101343,1,0.970149427283152,0.999999999917176,FALSE
"FAM174C",0,0,0,0,0,0,0,0,0,0.484677698403539,0.817865505602745,0.765857697655934,1,0.835072774367651,0.865233624513453,0.903656791101343,1,0.970157054481908,0.999999999917176,FALSE
"NDRG3",2,2,1,0,0,0.723365553504626,1.85292624367527,1.85292624367527,0,0.71112431644738,0.608395026533947,0.765885958606564,1,0.927438556081341,0.830632506380491,0.903656791101343,1,0.970164592820582,0.999999999917176,FALSE
"NMNAT3",0,1,0,0,0,0.531543963015128,0,0,0,0.61909217357243,0.541292792265463,0.766085522949598,1,0.893312116908985,0.830632506380491,0.903656791101343,1,0.970217795023522,0.999999999917176,FALSE
"POLR2K",0,0,0,0,0,0,0,0,0,0.506000894899206,0.746481527997198,0.766112586333893,1,0.845787351485676,0.833437054518993,0.903656791101343,1,0.970225005894569,0.999999999917176,FALSE
"CYP51A1",1,2,0,0,0,1.01367694731127,0,0,0,0.988563432405067,0.472029333421714,0.766345084387924,1,0.998906132496154,0.830632506380491,0.903656791101343,1,0.970286914178363,0.999999999917176,FALSE
"MAPK12",1,1,0,0,0,0.632306946487379,0,0,0,0.689617347575119,0.513388984348115,0.766445358771846,1,0.919432324915795,0.830632506380491,0.903656791101343,1,0.970313592909,0.999999999917176,FALSE
"ZBTB22",3,3,0,0,0,0.7966834198733,0,0,0,0.758708503081601,0.490091860761096,0.766509058691076,1,0.94275811265748,0.830632506380491,0.903656791101343,1,0.970330533922623,0.999999999917176,FALSE
"EMC6",0,1,0,0,0,2.49336828792972,0,0,0,0.498046984055385,0.81423332743972,0.766552973067031,1,0.842026292944596,0.862751047162304,0.903656791101343,1,0.970342209882054,0.999999999917176,FALSE
"CMC2",0,0,0,0,0,0,0,0,0,0.499716177747401,0.766403326237566,0.7665810970944,1,0.842538458243143,0.839221582108692,0.903656791101343,1,0.970349686180235,0.999999999917176,FALSE
"SMPD2",1,1,0,0,0,0.622055715745229,0,0,0,0.678876464801995,0.519020323959399,0.766583016125705,1,0.915639998071842,0.830632506380491,0.903656791101343,1,0.970350196284726,0.999999999917176,FALSE
"GNA14",0,2,0,0,0,1.21756553947918,0,0,0,0.854447343947054,0.511379930154697,0.766631053770842,1,0.972405304252126,0.830632506380491,0.903656791101343,1,0.970362963775659,0.999999999917176,FALSE
"MRO",2,3,0,1,0,1.08786867451569,2.45465618567653,2.45465618567653,0,0.914779275692716,0.468542974056645,0.766752366882832,1,0.984807010421259,0.830632506380491,0.903656791101343,1,0.97039519309098,0.999999999917176,FALSE
"ZNF787",1,1,0,0,0,0.522515107939329,0,0,0,0.567800192553042,0.61350947106677,0.766803586129932,1,0.869421869112602,0.830632506380491,0.903656791101343,1,0.970408794771274,0.999999999917176,FALSE
"SUMF2",0,2,0,0,0,1.218913419835,0,0,0,0.853636087888715,0.511833628427828,0.766803720257761,1,0.972230385542292,0.830632506380491,0.903656791101343,1,0.970408830385499,0.999999999917176,FALSE
"KCND3",9,12,1,0,0,0.748297599817258,0.661025506086135,0.661025506086135,0,0.494570627209622,0.675273499241315,0.76693315620051,1,0.841956715600409,0.830632506380491,0.903656791101343,1,0.970443187864893,0.999999999917176,FALSE
"LGALS3BP",2,2,0,0,0,0.778129372221256,0,0,0,0.774754645537543,0.484791271851802,0.766946545575626,1,0.947404992539477,0.830632506380491,0.903656791101343,1,0.970446740694099,0.999999999917176,FALSE
"ZNF557",0,2,0,0,0,0.989822226676692,0,0,0,0.992423883922051,0.475549223681491,0.766956956861256,1,0.999212402602147,0.830632506380491,0.903656791101343,1,0.970449503134939,0.999999999917176,FALSE
"NSUN4",1,2,0,0,0,1.39489223036222,0,0,0,0.727617851602168,0.552148840330564,0.766975381535419,1,0.933424014157332,0.830632506380491,0.903656791101343,1,0.970454391432898,0.999999999917176,FALSE
"TAS2R4",2,2,0,0,0,0.675877717287511,0,0,0,0.653451287238547,0.536812850923934,0.766990112173892,1,0.906622378019922,0.830632506380491,0.903656791101343,1,0.9704582993383,0.999999999917176,FALSE
"FFAR4",1,3,0,0,0,1.40706104407084,0,0,0,0.688812334743085,0.579229503647843,0.767055519738579,1,0.918876788980155,0.830632506380491,0.903656791101343,1,0.970475647957778,0.999999999917176,FALSE
"CEMIP",5,9,1,0,0,0.705728197488743,0.606875196957849,0.606875196957849,0,0.503056087334965,0.6214167361111,0.767136854820142,1,0.844403020110822,0.830632506380491,0.903656791101343,1,0.970497213391719,0.999999999917176,FALSE
"OR4F21",0,2,0,0,0,1.85754997818333,0,0,0,0.562869778955269,0.705623411218344,0.767139531288312,1,0.868164627876365,0.830632506380491,0.903656791101343,1,0.97049792289217,0.999999999917176,FALSE
"CEACAM20",5,7,1,0,0,0.674312647452204,0.717233213304414,0.717233213304414,0,0.471607117944406,0.747318960861401,0.767343898398787,1,0.827443911292213,0.833541929426651,0.903789385181521,1,0.970552070650283,0.999999999917176,FALSE
"ZNF517",1,1,0,0,0,0.554356916243451,0,0,0,0.604680563304266,0.57327321031159,0.767371582358837,1,0.887810907814216,0.830632506380491,0.903789385181521,1,0.970559401423015,0.999999999917176,FALSE
"NKAIN4",1,1,0,0,0,0.635845388239488,0,0,0,0.693295087125275,0.513066660157923,0.767441145053876,1,0.920116455998147,0.830632506380491,0.903789385181521,1,0.97057781736805,0.999999999917176,FALSE
"NADK",1,2,0,0,0,1.34689847060524,0,0,0,0.755041954610607,0.538986008841182,0.767487259960036,1,0.942360574591624,0.830632506380491,0.903789385181521,1,0.970590022297862,0.999999999917176,FALSE
"HIRIP3",1,2,0,0,0,1.09358857125519,0,0,0,0.924909020940716,0.483750057737416,0.767585956936198,1,0.985949017674003,0.830632506380491,0.903814990986742,1,0.970616134468318,0.999999999917176,FALSE
"SNRPA",1,2,0,0,0,1.62667531031501,0,0,0,0.612546786451366,0.635843856481176,0.767662617814572,1,0.890781249056545,0.830632506380491,0.903814990986742,1,0.970636407811334,0.999999999917176,FALSE
"OR1K1",3,4,0,0,0,0.885506175009618,0,0,0,0.859314013439659,0.470821156188365,0.767687213177498,1,0.974111791529792,0.830632506380491,0.903814990986742,1,0.970642910552839,0.999999999917176,FALSE
"DCAF16",2,2,0,0,0,0.804942416841428,0,0,0,0.804747888663888,0.478948085732588,0.767723724257599,1,0.956814467798866,0.830632506380491,0.903814990986742,1,0.970652562224871,0.999999999917176,FALSE
"RAB24",0,1,0,0,0,2.1764430072703,0,0,0,0.560848549922239,0.699972173556542,0.767794974573767,1,0.86696223080893,0.830632506380491,0.903814990986742,1,0.970671392183074,0.999999999917176,FALSE
"POT1",7,18,1,1,0,1.23740756662723,0.806184530255125,0.806184530255125,0,0.604251977776753,0.779294228880461,0.767838245621283,1,0.887568032739501,0.844466131064509,0.903814990986742,1,0.970682824582638,0.999999999917176,FALSE
"TPRG1",0,2,0,0,0,1.19264902413428,0,0,0,0.869631614324423,0.507878513735379,0.767922050149248,1,0.976671016999306,0.830632506380491,0.903858269978436,1,0.970704959169988,0.999999999917176,FALSE
"USP13",5,10,1,0,0,0.795534993158173,0.503613580213908,0.503613580213908,0,0.652543465919313,0.488229581600994,0.7680049423052,1,0.90649131737802,0.830632506380491,0.903899112829253,1,0.970726843783256,0.999999999917176,FALSE
"RP11-442J1.2",0,0,0,0,0,0,0,0,0,0.487193932677674,0.818519316748654,0.768101111330049,1,0.836856942016106,0.865639361070013,0.903899112829253,1,0.970752222452662,0.999999999917176,FALSE
"FITM2",1,2,0,0,0,1.66269278744408,0,0,0,0.59694662038695,0.652399116034861,0.768120469542765,1,0.883448682770002,0.830632506380491,0.903899112829253,1,0.970757329561466,0.999999999917176,FALSE
"FCGR1A",4,6,1,0,0,1.45180125070503,1.77057330018061,1.77057330018061,0,0.527520562959465,0.62294678492379,0.768171848496371,1,0.854131710299047,0.830632506380491,0.903899112829253,1,0.970770882057947,0.999999999917176,FALSE
"SRRM5",0,1,0,0,0,0.505848314349402,0,0,0,0.591747156388285,0.569726586877106,0.768197920617638,1,0.879859613265947,0.830632506380491,0.903899112829253,1,0.97077775792395,0.999999999917176,FALSE
"LYPD1",1,2,0,0,0,1.23898112271669,0,0,0,0.821940319221378,0.512961091132382,0.768590437482037,1,0.961264792665524,0.830632506380491,0.90420190073802,1,0.970881167447422,0.999999999917176,FALSE
"SMIM20",0,0,0,0,0,0,0,0,0,0.49510268510691,0.790688908573949,0.768768233829175,1,0.841956715600409,0.849881027979195,0.904276704390196,1,0.970927942357104,0.999999999917176,FALSE
"ADAMTS14",7,21,2,0,0,1.32526250175595,1.07664413413657,1.07664413413657,0,0.48007782946203,0.925693342481671,0.7688512600001,1,0.831396500625664,0.943016660612192,0.904276704390196,1,0.970949770912483,0.999999999917176,FALSE
"RBL1",1,6,0,1,0,1.65279817436464,1.77097040940175,1.77097040940175,0,0.490620945377886,0.644000551236186,0.768865552599666,1,0.839591422778649,0.830632506380491,0.904276704390196,1,0.970953527700175,0.999999999917176,FALSE
"DEFB131B",0,0,0,0,0,0,0,0,0,0.49488000170215,0.79229354446584,0.768951244334226,1,0.841956715600409,0.850782795412582,0.904276704390196,1,0.970976046068519,0.999999999917176,FALSE
"OR52D1",1,5,0,0,0,1.18958064537471,0,0,0,0.820735863013541,0.520378241254596,0.76895368133967,1,0.961248104602476,0.830632506380491,0.904276704390196,1,0.970976686333523,0.999999999917176,FALSE
"TCEAL3",1,2,0,0,0,1.16841111899997,0,0,0,0.869956305099006,0.498430394120343,0.769005837918383,1,0.976746199554718,0.830632506380491,0.904276704390196,1,0.970990387378065,0.999999999917176,FALSE
"BCAN",15,23,2,0,0,0.883199256691835,0.611324862215263,0.611324862215263,0,0.701227820780581,0.483423299524699,0.769010507562568,1,0.923394413096158,0.830632506380491,0.904276704390196,1,0.970991613877302,0.999999999917176,FALSE
"STX19",1,2,0,0,0,1.03605239371,0,0,0,0.970200813132678,0.477395199804646,0.76903922294394,1,0.994779207354386,0.830632506380491,0.904276704390196,1,0.97099915545464,0.999999999917176,FALSE
"TRIM36",0,5,0,1,0,1.71043806431959,2.30929040805623,2.30929040805623,0,0.545262843395137,0.532856032398253,0.769084949742261,1,0.861333897436868,0.830632506380491,0.904276704390196,1,0.971011162560881,0.999999999917176,FALSE
"FAM78A",2,3,0,0,0,1.34623184936705,0,0,0,0.706851489804816,0.562704813035643,0.769127817823455,1,0.92564114952224,0.830632506380491,0.904276704390196,1,0.971022416545854,0.999999999917176,FALSE
"HUNK",2,4,1,0,0,0.790729896618724,1.87697094386838,1.87697094386838,0,0.748979324166237,0.601396470502093,0.769340755721728,1,0.94046781586263,0.830632506380491,0.904276704390196,1,0.97107828286787,0.999999999917176,FALSE
"PIAS4",1,2,0,0,0,1.263571651271,0,0,0,0.806026652487137,0.519609341269237,0.769352595602916,1,0.957081641588379,0.830632506380491,0.904276704390196,1,0.97108138744571,0.999999999917176,FALSE
"C9orf16",0,0,0,0,0,0,0,0,0,0.495582189320418,0.792495039851892,0.76956807398763,1,0.841956715600409,0.850853988478822,0.904276704390196,1,0.97113785697758,0.999999999917176,FALSE
"FAU",0,1,0,0,0,2.25928887925606,0,0,0,0.543087414073115,0.729768758090235,0.769577600150047,1,0.860540459848606,0.831510818112249,0.904276704390196,1,0.971140352066946,0.999999999917176,FALSE
"OGFOD3",2,2,0,0,0,1.05762741180785,0,0,0,0.949693946696205,0.478083615657676,0.76961202286354,1,0.991568976115533,0.830632506380491,0.904276704390196,1,0.971149367069989,0.999999999917176,FALSE
"CIDEA",1,2,0,0,0,1.29921072048337,0,0,0,0.78367737633222,0.528802911065801,0.769627144329511,1,0.950537115008198,0.830632506380491,0.904276704390196,1,0.971153326760941,0.999999999917176,FALSE
"NOC2L",2,3,0,1,0,1.07540781414837,2.4318805893959,2.4318805893959,0,0.926386986562232,0.472747921758421,0.769633781825386,1,0.985971286386329,0.830632506380491,0.904276704390196,1,0.971155064754704,0.999999999917176,FALSE
"TMEM176B",2,4,1,0,0,1.27940150739651,2.39319069207565,2.39319069207565,0,0.735752198801614,0.480050881306922,0.76967314295259,1,0.935519748688994,0.830632506380491,0.904276704390196,1,0.971165370084853,0.999999999917176,FALSE
"PTPN7",0,1,0,0,0,0.602291665372387,0,0,0,0.69040777296357,0.505383078078299,0.769714617976279,1,0.919531370251584,0.830632506380491,0.904276704390196,1,0.971176226686641,0.999999999917176,FALSE
"RANBP10",0,2,0,0,0,1.45568875758721,0,0,0,0.725881217078807,0.570961720277954,0.769736368323816,1,0.933012272065977,0.830632506380491,0.904276704390196,1,0.971181919216529,0.999999999917176,FALSE
"APLF",2,3,1,0,0,0.645925107044743,1.35445552729013,1.35445552729013,0,0.577496500571544,0.794826062582689,0.769901440275475,1,0.873644200170327,0.85240415328658,0.904366557786393,1,0.971225102036266,0.999999999917176,FALSE
"CMC4",0,1,0,0,0,2.06362862291344,0,0,0,0.586798675088566,0.671670944910721,0.769917175823011,1,0.878142839331193,0.830632506380491,0.904366557786393,1,0.971229216607406,0.999999999917176,FALSE
"CEBPZOS",0,0,0,0,0,0,0,0,0,0.504028682215475,0.766492629420929,0.770011458030772,1,0.844730596746402,0.839221582108692,0.904366557786393,1,0.971253863023753,0.999999999917176,FALSE
"HINT2",0,1,0,0,0,2.31630512530252,0,0,0,0.531448731162788,0.750844473407783,0.770143953498242,1,0.855876535201487,0.833939855920326,0.904366557786393,1,0.971288479300207,0.999999999917176,FALSE
"IL1R2",0,2,0,0,0,1.1376091265117,0,0,0,0.904471306261795,0.500154116783159,0.770147049167863,1,0.981800611752586,0.830632506380491,0.904366557786393,1,0.971289287814256,0.999999999917176,FALSE
"GJB2",2,1,0,0,0,0.560025022227938,0,0,0,0.590828223990443,0.602006409107141,0.770194862586868,1,0.879695889679246,0.830632506380491,0.904366557786393,1,0.971301773942857,0.999999999917176,FALSE
"SEPTIN9",1,1,0,0,0,0.632024435303589,0,0,0,0.689323058894089,0.519074045606595,0.770231355255238,1,0.919224975691104,0.830632506380491,0.904366557786393,1,0.971311301742032,0.999999999917176,FALSE
"ZRANB1",0,2,0,0,0,1.03650157629703,0,0,0,0.973426180322469,0.484692067641595,0.770281594633015,1,0.995336427450463,0.830632506380491,0.904366557786393,1,0.971324415814,0.999999999917176,FALSE
"SPDYC",3,5,0,1,0,1.33029891353549,2.21914619374171,2.21914619374171,0,0.659989096311222,0.508654055241693,0.77032828745224,1,0.908956032417785,0.830632506380491,0.904366557786393,1,0.971336601183719,0.999999999917176,FALSE
"RAB11FIP4",2,6,0,1,0,1.55065847372052,1.76310832548618,1.76310832548618,0,0.507197018930682,0.635884104095725,0.770420313543505,1,0.846014300043352,0.830632506380491,0.904366557786393,1,0.97136060883798,0.999999999917176,FALSE
"CENPQ",0,1,0,0,0,0.731857277793053,0,0,0,0.80692086175009,0.47567210306813,0.770506294250608,1,0.957174683298511,0.830632506380491,0.904366557786393,1,0.971383029446793,0.999999999917176,FALSE
"KPTN",1,2,0,0,0,1.102070198515,0,0,0,0.918460450148392,0.488460066668223,0.770711600593993,1,0.985104711433997,0.830632506380491,0.904366557786393,1,0.971436526990948,0.999999999917176,FALSE
"SZRD1",0,1,0,0,0,2.26607655525301,0,0,0,0.541677588089888,0.734635589996284,0.770750178810082,1,0.859811377229084,0.8316435694767,0.904366557786393,1,0.971446573375941,0.999999999917176,FALSE
"GLDN",0,2,0,0,0,0.90809319576058,0,0,0,0.928849604879842,0.47253810411272,0.770758788584137,1,0.986625952147533,0.830632506380491,0.904366557786393,1,0.971448815235358,0.999999999917176,FALSE
"KRTAP1-3",0,2,0,0,0,1.61612679448815,0,0,0,0.65380175417505,0.620054325057106,0.770770095237684,1,0.906781270893379,0.830632506380491,0.904366557786393,1,0.971451759176725,0.999999999917176,FALSE
"SLC9A7",4,5,0,1,0,0.644812290444412,0.907436850477686,0.907436850477686,0,0.477529845826834,0.927992653515963,0.77079868992402,1,0.830276286410463,0.944908161825072,0.904366557786393,1,0.971459203705835,0.999999999917176,FALSE
"KLF3",2,2,0,0,0,0.869498537399208,0,0,0,0.873797545257337,0.473100254508436,0.770891180990258,1,0.976994698122619,0.830632506380491,0.904366557786393,1,0.971483276175062,0.999999999917176,FALSE
"DEXI",0,0,0,0,0,0,0,0,0,0.482321165237227,0.859452244409765,0.770946952279038,1,0.833014935721179,0.892899513231312,0.904366557786393,1,0.971497786296287,0.999999999917176,FALSE
"GCOM1",0,1,0,0,0,0.705483609094893,0,0,0,0.784589448567182,0.47969383766744,0.770982753270571,1,0.950966850010953,0.830632506380491,0.904366557786393,1,0.971507098581449,0.999999999917176,FALSE
"HOXD11",2,4,0,0,0,1.19153018143207,0,0,0,0.810337931207141,0.518500104860723,0.771022267975665,1,0.957698730358302,0.830632506380491,0.904366557786393,1,0.971517374919854,0.999999999917176,FALSE
"PTPRS",3,11,1,0,0,1.47993327178067,1.22689720216372,1.22689720216372,0,0.472152395015901,0.856367014919019,0.771046317274721,1,0.827798401169251,0.890899131821354,0.904366557786393,1,0.971523628276994,0.999999999917176,FALSE
"TP53TG5",1,2,0,0,0,1.21577943209877,0,0,0,0.837335950798599,0.510599680782263,0.771103607995765,1,0.966403999696703,0.830632506380491,0.904366557786393,1,0.971538522127558,0.999999999917176,FALSE
"SAP18",0,1,0,0,0,2.23134131378387,0,0,0,0.548963285912437,0.723868767968075,0.771117631655015,1,0.862185937023128,0.830719518853452,0.904366557786393,1,0.971542167205311,0.999999999917176,FALSE
"EVI5",6,10,0,1,0,0.950995757340431,0.500574583532121,0.500574583532121,0,0.917210429563737,0.478226222766194,0.771130861053533,1,0.985070394149737,0.830632506380491,0.904366557786393,1,0.971545605602304,0.999999999917176,FALSE
"RPL38",0,0,0,0,0,0,0,0,0,0.510247402632255,0.752749962477099,0.771148367993688,1,0.847431956539878,0.834815217808041,0.904366557786393,1,0.971550155408142,0.999999999917176,FALSE
"CNIH2",0,1,0,0,0,2.22033581851935,0,0,0,0.551309012993985,0.72055461782639,0.771239175409502,1,0.862815191761682,0.830702544096793,0.904366557786393,1,0.971573748592493,0.999999999917176,FALSE
"ROBO4",12,20,1,1,0,0.79384149126438,0.695420841514896,0.695420841514896,0,0.515611593654895,0.616167825606669,0.771266265628321,1,0.850854742752578,0.830632506380491,0.904366557786393,1,0.971580784983618,0.999999999917176,FALSE
"CNR2",2,3,0,0,0,0.785152468984568,0,0,0,0.757832994406342,0.493151589217638,0.771277111396867,1,0.942699833037492,0.830632506380491,0.904366557786393,1,0.971583601787872,0.999999999917176,FALSE
"CCNB1",1,2,0,0,0,1.09965029362174,0,0,0,0.920294449365403,0.48877739253988,0.771360560878087,1,0.985395935739468,0.830632506380491,0.904366557786393,1,0.971605269734034,0.999999999917176,FALSE
"COX17",0,0,0,0,0,0,0,0,0,0.501382900450906,0.780407764919898,0.771407648564066,1,0.843278468998688,0.845196168105775,0.904366557786393,1,0.97161749223003,0.999999999917176,FALSE
"NEK4",1,3,1,0,0,1.13922984065351,2.49299952877136,2.49299952877136,0,0.878633140629823,0.473467567918824,0.771423685118048,1,0.977487950502879,0.830632506380491,0.904366557786393,1,0.97162165416359,0.999999999917176,FALSE
"EVA1C",0,2,0,0,0,1.33742632261666,0,0,0,0.786178197949134,0.542901024755867,0.771460065322365,1,0.951726157978523,0.830632506380491,0.904366557786393,1,0.971631094606513,0.999999999917176,FALSE
"RWDD4",0,1,0,0,0,1.9119674903617,0,0,0,0.625304996607728,0.635365395925653,0.771600413366172,1,0.89588340826534,0.830632506380491,0.904382509993356,1,0.971667497999844,0.999999999917176,FALSE
"NBPF15",1,2,0,1,0,0.753045548537906,1.92094711127743,1.92094711127743,0,0.763808522469976,0.600152206895825,0.771627515380667,1,0.944799379012337,0.830632506380491,0.904382509993356,1,0.97167452476354,0.999999999917176,FALSE
"CCN2",0,2,0,0,0,1.65127458326551,0,0,0,0.639344632162424,0.633029996697979,0.771652658142004,1,0.902096075455844,0.830632506380491,0.904382509993356,1,0.971681042698732,0.999999999917176,FALSE
"IQCF2",1,2,0,0,0,0.953188425565365,0,0,0,0.959607546957195,0.473002766417353,0.771727676556677,1,0.99328030186235,0.830632506380491,0.904382509993356,1,0.971700485382367,0.999999999917176,FALSE
"SLC17A1",6,8,0,1,0,0.709988102880279,0.638278905904329,0.638278905904329,0,0.50197063360205,0.655251999166557,0.771755058425934,1,0.843612707302518,0.830632506380491,0.904382509993356,1,0.971707580183544,0.999999999917176,FALSE
"ADCY4",8,9,0,1,0,0.742144938990315,0.621150593190346,0.621150593190346,0,0.521499872079065,0.62901378686983,0.771794504150513,1,0.852479080921094,0.830632506380491,0.904382509993356,1,0.971717799091793,0.999999999917176,FALSE
"TNFSF14",0,2,0,0,0,1.54604822616469,0,0,0,0.684010426687499,0.599615280448819,0.771922870630663,1,0.917485092026887,0.830632506380491,0.904382509993356,1,0.971751040078887,0.999999999917176,FALSE
"OR2C1",2,4,0,0,0,1.0047678162184,0,0,0,0.994808803160639,0.476611227715005,0.77195247807458,1,0.999564881272085,0.830632506380491,0.904382509993356,1,0.971758704009119,0.999999999917176,FALSE
"RPL19",2,1,0,0,0,0.648898212138445,0,0,0,0.691840628047964,0.526930827657758,0.771959728964714,1,0.919964674318018,0.830632506380491,0.904382509993356,1,0.971760580739547,0.999999999917176,FALSE
"KLHDC1",0,1,0,0,0,0.700136335379941,0,0,0,0.7799787812729,0.482209442354855,0.772334573619823,1,0.94900972677777,0.830632506380491,0.90443905513959,1,0.971857508125364,0.999999999917176,FALSE
"ARL1",1,1,0,0,0,0.831341907957245,0,0,0,0.874260287805916,0.474483464592343,0.772400375218384,1,0.976994698122619,0.830632506380491,0.90443905513959,1,0.971874504338696,0.999999999917176,FALSE
"TINF2",1,2,0,0,0,1.16661165581343,0,0,0,0.87122781191403,0.501858855833927,0.772426104824156,1,0.976994698122619,0.830632506380491,0.90443905513959,1,0.971881148638551,0.999999999917176,FALSE
